datetime,headline,summary,source,url,categories,tags,api_source
2025-07-08T15:56:17,"Ego Death Capital Raises $100 Million to Potentially Support Early-Stage Bitcoin Ventures Amid Growing Institutional Interest","Ego Death Capital has successfully raised $100 million to fuel early-stage Bitcoin startups, signaling robust institutional confidence in Bitcoin-focused ventures. The fund targets Series A investments in companies with $1",coinotag,https://en.coinotag.com/ego-death-capital-raises-100-million-to-potentially-support-early-stage-bitcoin-ventures-amid-growing-institutional-interest/,"BTC","News|BTC",cryptocompare
2025-07-08T15:49:56,"CRO rallied by over 18% on the news of ETF inclusion","The price of Cronos (CRO) went vertical after the asset was mentioned in the new ETF filing portfolio. Truth Social, Trump’s media company, filed for a new blue chip ETF, combining BTC, ETH, XRP, and CRO. CRO rallied by over 18% on the news of its inclusion in the upcoming ETF by Truth Social. It turned into the top trending token during the relatively slow summer market. CRO became the hottest token for the day, rallying to a one-week high with over 18% in daily gains. | Source: Coingecko The Trump media company announced a recent filing with the US Securities and Exchange Commission for a new Blue Chip ETF. The filing arrives just days after Truth Social announced it started the process for its first ETF, combining BTC and ETH. The actual launch of the ETF depends on regulatory approval, and we are still awaiting a 19b-4 filing with the SEC. The ETF will eventually start trading on NYSE Arca, sponsored by Yorkville America Digital. CRO rises on news of custody service for the ETF The CRO token, native to the Crypto.com platform, rallied by over 15% within hours to trade at $0.094, a one-week peak. CRO rallied after months of sideways trading based on its inclusion in the ETF. The asset has relatively niche markets, lacking a Binance listing. Instead, CRO relies on Upbit and Bitget for the bulk of its trading volumes. CRO will have a 5% weight in the ETF, where BTC will carry 70% of the value, with 15% for ETH, 8$ for SOL, and only 2% for XRP. Despite this, the Crypto.com ecosystem will be key for the new blue-chip fund. SOL and XRP did not react to the news, as their markets were much more liquid. The CRO market is also an anomaly, as the token relies on the Korean won for over 47% of its trading activity. Over 25% of CRO trading is against the US dollar, with another 22% against USDT. In addition to using CRO as part of the ETF basket, Crypto.com would serve as a custodian for all crypto assets. With this move, Truth Social breaks the usual format of ETF custody, which often relies on the Coinbase infrastructure of cold wallets. The platform, which offers a mix of services, including a wallet, payment cards, Web3 services, trading, and even stock investments, will be part of the ETF strategy. The platform will be the prime execution agent for crypto trades, as well as a staking and liquidity provider. Truth Social partnered with Cronos back in March Trump Media Group announced its partnership with Cronos and the Crypto.com ecosystem back in March. The social media company mentioned plans for launching an ETF, though the role of Crypto.com has only become clearer. The choice of CRO as an ETF asset follows the moves of World Liberty Fi to partner with relatively old crypto projects. Cronos and Crypto.com raised doubts after deciding to re-issue 70% of the supply, despite the previous claims that the tokens would be burned forever. Trump’s crypto company, World Liberty Fi, does not own any CRO in its portfolio, as it focuses mostly on the Ethereum ecosystem. However, the token’s rapid market reaction raised skepticism and doubts about potential insider trading. Cryptopolitan Academy: Coming Soon - A New Way to Earn Passive Income with DeFi in 2025. Learn More",cryptopolitan,https://www.cryptopolitan.com/cro-goes-vertical-after-etf-by-truth-social/,"CRO|TRADING|ETH|MARKET|BTC|EXCHANGE","News|BTC|CRO|ETH|SOL|XRP",cryptocompare
2025-07-08T15:49:02,"Is $1 Still Possible for Dogecoin (DOGE)? Experts Tip a Newcomer With Real-World Utility to Outperform","The post Is $1 Still Possible for Dogecoin (DOGE)? Experts Tip a Newcomer With Real-World Utility to Outperform appeared first on Coinpedia Fintech News Dogecoin (DOGE) blasted from $0.166 to $0.173 on July 6, its best hourly jump in weeks. As fans cheer a possible march back to the one-dollar line, analysts are also whispering about Remittix (RTX) , a little-known payments token now racing toward a key funding goal. Both coins offer upside, but the ways they plan to get there could not be more different. Whale Wave Pushes DOGE Toward Breakout Source: tradingview Fresh on-chain data shows that giant wallets holding one to one-hundred million DOGE scooped up millions of coins during the spike, while smaller traders trimmed positions. This transfer of supply tightens the float and often leads to stronger price swings later. Technically, DOGE is coiling inside a falling-wedge pattern, a setup that can explode when volume returns. A clean daily close above $0.175 would open a sprint to $0.25, the first checkpoint on any trip to a dollar. Drop under $0.16, however, and the bullish script unravels fast. Federal Reserve Hopes Lift Sentiment Dogecoin’s pop isn’t happening in a vacuum. U.S. officials just added three extra weeks to tariff talks, cooling global trade worries. Traders also expect next week’s consumer-price report to show softer inflation. If that happens, the Federal Reserve could hint at rate cuts, giving risk assets like crypto more room to run. Bitcoin already hovers near $110,000; a breakout there usually drags DOGE along for the ride. A hotter inflation print, though, could send all boats lower, trapping meme-coin bulls mid-wedge. Remittix: Turning Crypto Into Cash in Seconds While DOGE leans on macro news and whale wallets, Remittix focuses on something far more practical: moving money. Its coming PayFi wallet, slated for release later this year, will let anyone swap Bitcoin, Ether or XRP into local bank deposits in about ten seconds. There are no weekend delays, no hidden exchange spreads and transfer fees are just fractions of a cent. Every single swap permanently burns a slice of RTX, shrinking supply as the network grows. That built-in scarcity is attracting serious notice: over $16 million has already been raised at $0.0811 per token and the team is sprinting toward an $18 million soft-cap finish. During this final push, new supporters can still claim a 50 percent bonus allocation, making today’s effective entry roughly five cents. Beyond the numbers, two global payout corridors one aimed at Southeast Asia, another at Latin America are lined up for launch right after the wallet goes live. If even a sliver of the $190-trillion global payments market flows through Remittix, daily burns will tighten circulation quickly, giving long-term holders an automatic boost without hype tweets or mascot memes. Conclusion: Two Very Different Moonshots Dogecoin’s path to $1 depends on continued whale buying and a string of friendly macro headlines. If those pieces stay in place, the meme king could rediscover its magic. Remittix, on the other hand, offers a real-world service that slashes costs and time for everyday payments and rewards token holders every time someone clicks “Send.” For investors weighing hype against hard utility, RTX may prove the quieter but smarter play for 2025 and beyond. Discover the future of PayFi with Remittix by checking out their presale here: Website : https://remittix.io/ Socials: https://linktr.ee/remittix",coinpedia,https://coinpedia.org/press-release/experts-tip-a-newcomer-with-real-world-utility-to-outperform/,"DOGE|FIAT|BTC|TRADING|ASIA","Press Release",cryptocompare
2025-07-08T15:45:00,"Which countries secretly own the most Bitcoin — beyond the US and China","In 2025, governments hold over 463,000 BTC, with the US and China leading, while countries like Bhutan, Iran and the UK quietly build strategic reserves.",cointelegraph,https://cointelegraph.com/explained/which-countries-secretly-own-the-most-bitcoin-beyond-the-us-and-china?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"ASIA|BTC","",cryptocompare
2025-07-08T15:30:18,"TRUMP Meme Coin Plants Flag On TRON Network—Details","Meme coin TRUMP made waves when it launched on Solana on January 17, 2025, issuing 200 million tokens out of a planned supply of 1 billion. Related Reading: Bitcoin Meets Heartbreak In Drake’s Latest Track—Details According to trading data, its price shot from under $10 to a whopping $80 within hours, pushing its fully diluted valuation to nearly $75 billion. But by July 2025, TRUMP had tumbled back to $8.60, a 90% drop from its peak. Its circulating market cap now sits around $1.70 billion, with a fully diluted value of about $8.60 billion. Cross Chain Push Into Tron Based on reports from the project’s official X account, TRUMP plans its first expansion beyond Solana by launching on the Tron blockchain. This move is designed to tap Tron’s large user base and faster transaction speeds. Tron boasts over 100 million accounts and sub‑second confirmations, which the TRUMP team believes could fuel a fresh wave of buyers and traders. $TRUMP on #TRON is coming. Stay tuned! pic.twitter.com/S5WfV8APvU — TrumpMeme (@GetTrumpMemes) July 7, 2025 Volatile Price Swings Define TRUMP TRUMP’s rollercoaster debut underlines extreme volatility. After the initial frenzy in January, the coin’s price plummeted by 88% from $80 to $8.60. That slide erased roughly $65 billion in valuation. Today’s price reflects speculative trading rather than any long‑term adoption. Investors who rode the peak saw massive gains briefly, then steep losses just as quickly. Justin Sun’s Big Stake On May 20, 2025, Tron founder Justin Sun tweeted that he is TRUMP’s largest holder. He reportedly owns nearly $19 million worth of tokens after a $75 million investment in Trump’s World Liberty Financial platform. Sun’s position comes with perks. He won a “private dinner” alongside the top 220 token holders, securing a seat at US President Donald Trump’s Virginia golf club. Critics say that kind of setup blurs the line between crypto hype and pay‑to‑play politics. Related Reading: XRP Could Hit $35 If It Captures A Quarter Of Remittance Market By 2029 Central Control Raises Warnings Two Trump‑affiliated companies, CIC Digital LLC and Fight Fight Fight LLC, control 80% of TRUMP’s token supply. Those tokens are locked under a three‑year vesting schedule. Analysts warn that when insiders hold such large shares, they can sway prices at will. That level of centralization runs counter to crypto’s promise of open and fair systems. Senators Richard Blumenthal, Elizabeth Warren, and Jeff Merkley have called for new rules to curb how politicians and their allies can launch or endorse digital coins. They argue that projects like TRUMP could be used for personal gain or campaign boosts, creating a need for clearer boundaries. Traders And Regulators Brace For Tron Launch As TRUMP eyes a Tron debut, traders and regulators alike will watch closely. The move could spark a fresh surge in trading volume. Yet the same factors that drove its initial spike—viral hype, insider perks, and a heavy token concentration—could just as easily lead to another steep plunge. Featured image from Bankless Times, chart from TradingView",newsbtc,https://www.newsbtc.com/altcoin/trump-meme-coin-plants-flag-on-tron-network-details/,"TRADING|BTC|MARKET|ALTCOIN|SOL","Altcoin|bitcoin|crypto|TRON|Tron blockchain|Trump|Trump coin",cryptocompare
2025-07-08T15:28:31,"Pakistan Creates Digital Assets Regulator PVARA to Oversee Crypto Industry","Pakistan formally established the Pakistan Virtual Assets Regulatory Authority (PVARA) to oversee the country’s rapidly growing digital assets ecosystem, marking a significant shift in policy from its previous stance against cryptocurrencies . According to a report from Dawn , the federal cabinet has approved the creation of PVARA as an independent regulator for licensing, monitoring, and supervising virtual asset service providers, in alignment with the Financial Action Task Force guidelines. Notably, the regulatory framework emerged after Pakistan’s ambitious digital transformation agenda gained momentum throughout 2025. Finance Minister Muhammad Aurangzeb chairs the Pakistan Crypto Council, which enlisted former Binance CEO Changpeng Zhao and MicroStrategy’s Michael Saylor as strategic advisors to shape the country’s regulatory outlook. Regulatory body formed to oversee digital assets in Pakistan https://t.co/BXSQsx244v — CZ BNB (@cz_binance) July 8, 2025 Pakistan allocated 2,000 megawatts of surplus electricity for Bitcoin mining and AI data centers while announcing its first Strategic Bitcoin Reserve at the Bitcoin 2025 conference in Las Vegas . Prime Minister Shehbaz Sharif has also elevated Bilal Bin Saqib to the position of Special Assistant for Blockchain and Crypto , granting him ministerial status to oversee the development of the sector. The regulatory shift comes as Pakistan emerges as one of the most promising frontier markets for digital assets, with over 40 million crypto users and an estimated $300 billion in annual trading volume. High-Profile Advisors Drive Pakistan’s Crypto Council Strategy Changpeng Zhao’s appointment as strategic advisor in April marked a significant milestone in Pakistan’s crypto journey. Source: GeoTV The former Binance CEO met with Prime Minister Shehbaz Sharif and Deputy Prime Minister Ishaq Dar during his visit to Islamabad, joining the heads of the State Bank of Pakistan and the Securities and Exchange Commission. Moreover, Michael Saylor’s engagement in June brought additional institutional credibility to Pakistan’s Bitcoin strategy. The MicroStrategy executive chairman participated in landmark discussions with Finance Minister Aurangzeb and Crypto Minister Saqib, focusing on the role of Bitcoin in sovereign reserves and monetary policy. Bitcoin pioneer Michael Saylor met with Finance Minister Muhammad Aurangzeb & Minister of State for Crypto Bilal Bin Saqib to discuss using #Bitcoin for national reserves & digital transformation. Saylor praised Pakistan’s bold vision: “Emerging markets like Pakistan have a… pic.twitter.com/wMrKWrX9Wn — Hamid Raza Wattoo (@hamidwattoo) June 15, 2025 Additionally, World Liberty Financial, linked to Donald Trump’s family, signed agreements with the Pakistan Crypto Council in April . The collaboration explores asset tokenization, stablecoin development, and DeFi regulatory frameworks, with WLFI co-founders meeting directly with senior Pakistani officials. Zachary Witkoff, son of Trump associate Steve Witkoff, formalized partnerships to embed blockchain technology into Pakistan’s financial systems. The Pakistan Crypto Council consists of key institutional stakeholders, including the Securities and Exchange Commission chairman, the State Bank governor, and federal secretaries from the Law and Information Technology divisions, ensuring a whole-of-government approach to digital asset regulation. IMF Resistance Challenges Power Allocation Plans Recently, the International Monetary Fund rejected Pakistan’s proposal to offer subsidized electricity tariffs for crypto mining operations , warning the plan could strain the power sector. The Pakistan government is still engaged with international institutions to refine its proposal to offer subsidised electricity tariffs for crypto mining, after IMF rejected its proposal. #IMF #Pakistan #BitcoinMining https://t.co/DOIm2pNGV7 — Cryptonews.com (@cryptonews) July 3, 2025 Secretary of Power Dr. Fakhray Alam Irfan confirmed that the IMF has expressed concerns about market distortions and the effects on resource distribution. The Fund questioned the legality of cryptocurrency mining in Pakistan and the additional strain it would put on the already burdened power grid. The IMF noted Pakistan failed to consult the agency ahead of the 2,000MW allocation announcement, seeking urgent clarification from the Finance Ministry. Pakistan faces chronic energy shortages and inflationary pressures, with the IMF warning about potential knock-on effects on power tariffs. Officials involved in negotiations expressed concerns about “ further tough talks ” as the economic team faces tough questions over the initiative. Despite IMF resistance, Pakistan continues to pursue its crypto ambitions through diplomatic channels. U.S. President Trump expressed keen interest in cryptocurrency during a White House lunch with Pakistan Army Chief Field Marshal Asim Munir, discussing economic development and emerging technologies. PVARA will oversee public protection mechanisms, anti-money laundering protocols, and cyber risk mitigation across all virtual asset transactions. The authority will coordinate compliance with the guidelines of the FATF, IMF, and World Bank, while setting technical standards for the industry. The post Pakistan Creates Digital Assets Regulator PVARA to Oversee Crypto Industry appeared first on Cryptonews .",cryptonews,https://cryptonews.com/news/pakistan-creates-digital-assets-regulator-pvara-to-oversee-crypto-industry/,"BTC|EXCHANGE|FIAT|MINING|BNB","Crypto Regulation News|CZ|Pakistan",cryptocompare
2025-07-08T15:23:17,"Sequans Shares Jump 35% After $384M Debt-Equity Raise to Fund Bitcoin Treasury","Sequans Communications’ (SQNS) surged more than 40% after the wireless-chip designer closed a $384 million private placement with plans to spend the bulk of that in bitcoin (BTC). The deal combined a $195 million sale of American depositary shares (ADS) and warrants at $1.40 with $189 million of five-year secured convertible debentures priced at a 4% discount, according to a press release . The France-based company's ADSs rose to $2.01 on Nasdaq after the announcement. Investors can convert at $2.10 per American depositary share and, if all warrants are exercised, Sequans could net another $57.6 million, with the funds also being earmarked for bitcoin purchases. CEO Georges Karam said the company sees the asset enhancing its financial resilience and creating long-term value. Sequans designs low-power 4G and 5G modems used in smart meters, asset trackers and industrial sensors. Swan Bitcoin will source and custody the coins while Northland Capital Markets and B. Riley Securities handled the financing. The move sees Sequans join a growing list of publicly traded firms adopting bitcoin as their primary treasury reserve asset. A total of 852,309 BTC are currently held by these firms, according to Bitcointreasuries data. The bulk of those coins are held by Strategy (MSTR), which has 597,325 BTC on its balance sheet. It’s followed by MARA Holdings (MARA) with 50,000 BTC and XXI, with 37,230 BTC.",coindesk,https://www.coindesk.com/business/2025/07/08/sequans-shares-jump-35-after-384m-debt-equity-raise-to-fund-bitcoin-treasury,"BTC|REGULATION|SPONSORED|BUSINESS|FIAT","Finance|Bitcoin Treasury Reserve Asset|News",cryptocompare
2025-07-08T15:21:29,"CRYPTO DIPS THEN RECOVERS, PUMPFUN PLANS TOKEN SALE, TARIFF HEADLINES RETURN","Crypto dips on tariff letters, then recovers. ETH outperforms, altcoins weak after PumpFun news. PumpFun plans $600m token sale, $4b valuation. Trump admin to publish crypto report on July 22. US government deposits $218k ETH to Coinbase. Robinhood speaking to US on tokenised shares. Truth Social files for Blue Chip crypto ETF. US drops appeal in Tornado Cash lawsuit. Strategy to raise $4.2b equity to buy BTC. Semler Scientific buys $20m BTC. Bit Digital pivots to ETH treasury, stock pumps. Tokenized assets on ETH hit $5b. Metaplanet to use BTC as collateral for M&A. XRP CEO to testify before senate on legislation. SEC asks firms to amend SOL ETF applications. HK crypto stocks soar on stablecoin momentum. BBVA opens BTC, ETH trading for Spanish retail. El Salvador bought $800k BTC last week",decrypt,https://decrypt.co/videos/interviews/fklwKOPc/crypto-dips-then-recovers-pumpfun-plans-token-sale-tariff-headlines-return,"TOKEN SALE|BTC|ETH|REGULATION|ALTCOIN","",cryptocompare
2025-07-08T15:17:27,"Tether’s Crystal Intelligence stake adds teeth to stablecoin surveillance push","With law enforcement lagging and users losing billions of dollars to crypto-related scams every year, Tether’s new investment raises a provocative question: are stablecoin firms now the first line of defense? On July 8, USDT issuer Tether announced a strategic investment in Crystal Intelligence, a blockchain forensics firm specializing in fraud detection, risk mapping and regulatory compliance. The deal, undisclosed in size, cements a growing partnership between two firms already collaborating on scam-alert infrastructure and global investigations into illicit crypto flows. For Tether ( USDT ), it amplifies ongoing efforts to combat illicit stablecoin activity, reinforcing tools already used by law enforcement to track and freeze suspicious transactions. By deepening its ties to Crystal, Tether signals a broader shift: Stablecoin issuers, once passive payment rails, are now actively shaping crypto’s security infrastructure. “With the latest in advanced intelligence tools, like those being developed by Crystal Intelligence, we are enhancing our ability to assist authorities in tracing the movement of funds in real time,” Paolo Ardoino, CEO of Tether said. “This strategic investment will strengthen our capacity to collaborate more effectively and reinforce a clear message: USD₮ is the digital dollar for the people, bad actors will be stopped.” Read more: Semiconductor giant Sequans ditches cash for Bitcoin in $384m treasury overhaul Why Tether is betting big on blockchain forensics Tether’s aggressive push into blockchain surveillance is more about survival than optics. A January 2025 UN report singled out USDT as the “preferred choice” for money launderers and scammers across Southeast Asia, citing its stability and pseudonymous transactions as ideal for illicit flows. Yet that same report contained an inconvenient truth for crypto critics: Less than 1% of all cryptocurrency transactions fund criminal activity. The contradiction underscores Tether’s dilemma. As the world’s most traded crypto asset, with $61.9 billion in daily volume as of press time, dwarfing even Bitcoin ( BTC ), USDT has become both a pillar of crypto markets and a lightning rod for regulators. When nearly 60% of all crypto trades involve Tether, its integrity isn’t just a compliance issue; it’s the linchpin holding together decentralized finance’s liquidity. Since the UN’s rebuke, Tether has gone on the offensive. Its collaboration with the DOJ in June to seize $225 million from pig-butchering rings demonstrated a tangible counterstrike. Now, by investing in Crystal’s forensic tools, Tether is addressing the surveillance gap that regulators have struggled to fill. The strategy serves dual purposes: It disrupts criminal networks exploiting USDT while preempting regulatory crackdowns that could destabilize the stablecoin’s $158.7 billion ecosystem. When law enforcement lacks resources to track cross-border crypto crime, Tether’s real-time freezing capabilities, which are used in 55 jurisdictions, have effectively made the company a private-sector sheriff. With the latest investment, Tether appears to be doubling down on forensic infrastructure before mandates force its hand. With $2.7 billion already frozen and scams proliferating, the message is clear: USDT’s future hinges on being the cleanest dirty shirt in crypto’s laundry. You might also like: Solana, XRP, Cronos crypto included in new Trump’s ‘blue chip’ ETF",crypto_news,https://crypto.news/tethers-crystal-intelligence-stake-adds-teeth-to-stablecoin-surveillance-push/,"USDT|REGULATION|BLOCKCHAIN|BTC|ASIA","News|Crime|Regulation|Stablecoin|Tether",cryptocompare
2025-07-08T15:15:01,"QCP Capital Suggests Bitcoin ETF Inflows Could Trigger Supply Squeeze and Increased Volatility in Late 2024","QCP Capital analysts caution that the latter half of 2024 could witness significant market volatility as ETF inflows trigger a potential Bitcoin supply squeeze. Despite Bitcoin’s current low volatility and",coinotag,https://en.coinotag.com/qcp-capital-suggests-bitcoin-etf-inflows-could-trigger-supply-squeeze-and-increased-volatility-in-late-2024/,"BTC|MARKET","News|BTC",cryptocompare
