datetime,headline,summary,source,url
2025-05-14T20:22:39.000Z,"Crypto execs flock to DC to support Senate stablecoin bill","Crypto founders are heading to Washington, DC, to meet with lawmakers ahead of another expected vote on a stablecoin bill that initially failed in the Senate, according to Coinbase CEO Brian Armstrong. In a May 14 X post from the US Capitol rotunda, Armstrong said as many as “60 [crypto] founders” had gathered in DC to support the Guiding and Establishing National Innovation for US Stablecoins, or GENIUS Act, being considered in the Senate and a draft of the market structure bill moving through the House of Representatives. The Coinbase CEO said the Senate could consider another vote on the GENIUS Act “hopefully tomorrow” after it failed to get enough support from Democrats on May 8.“Like any good negotiation, there’s a lot of details to work out at the last minute, but we’ve been stressing the urgency of this,” said Armstrong.Many Democratic lawmakers have said they will not support any crypto-related legislation without a specific carve-out for President Donald Trump profiting from his digital asset ventures, like his TRUMP memecoin and his family-backed company World Liberty Financial. Cointelegraph reached out to Coinbase for comment but had not received a response at the time of publication.Related: What are the next steps for the US stablecoin bill?This is a developing story, and further information will be added as it becomes available.",Cointelegraph,https://cointelegraph.com/news/crypto-companies-congress-crypto-bill?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2025-05-14T19:38:56.000Z,"Pantera's Dan Morehead Sees Decades of Bitcoin Upside Ahead","",CoinDesk,https://www.coindesk.com/consensus-toronto-2025-coverage/2025/05/14/pantera-s-dan-morehead-sees-decades-of-bitcoin-upside-ahead
2025-05-14T19:12:25.000Z,"JPMorgan Embraces Blockchain for Tokenized Treasuries","In a move that could redefine the future of institutional finance, JPMorgan Chase & Co. (NYSE:JPM) has completed its first test transaction involving tokenized treasuries on a public blockchain. The landmark trial was conducted using Ondo Finance’s testnet and Chainlink’s cross-chain communication infrastructure, pushing the bank further into the evolving world of decentralized finance (DeFi). … Continue reading \""JPMorgan Embraces Blockchain for Tokenized Treasuries\""",Cryptocurrency News,https://cryptocurrencynews.com/market-news/jpmorgan-embraces-blockchain-for-tokenized-treasuries/
2025-05-14T18:55:38.000Z,"VanEck launches &#039;Onchain Economy&#039; ETF","VanEck has launched a new actively managed exchange-traded fund (ETF) designed to invest in stocks and financial instruments offering exposure to the digital economy, the asset manager said on May 14.The VanEck Onchain Economy ETF (NODE) is listed on the Cboe exchange and aims to provide investors with broad exposure to companies operating in the blockchain ecosystem, including crypto miners, exchanges, infrastructure providers, and crypto-oriented financial technology platforms, VanEck said in a press release. The NODE ETF will also “consider any company that has clearly communicated plans to engage in this space, as evidenced through public filings, earnings calls or investor materials,” VanEck said.Additionally, the fund, which will be actively managed, may also invest in crypto-related financial instruments but will not hold any cryptocurrencies directly, according to the press release. “As new companies enter the universe through IPOs, spinouts or strategy shifts, we will continuously update our investable universe,” Matthew Sigel, VanEck’s head of digital asset research and the NODE ETF’s portfolio manager, said in a statement. “We will also adjust beta and volatility to maintain responsible exposure to bitcoin and to businesses driving the growth of the onchain economy, avoiding over-allocation to high-beta names during frothy markets and preserving buying power for future opportunities,” he said. Beta refers to a financial asset’s exposure to market volatility.Top holdings of VanEck’s NODE ETF. Source: VanEckRelated: Strategy will beat all public equities with Bitcoin, analyst saysOther ETF filingsIn April, VanEck launched another ETF tracking crypto companies. The VanEck Digital Transformation ETF (DAPP) invests in a passive index of companies operating in the digital asset space. The DAPP ETF has $185 million in net assets as of May 14, according to its website. Asset managers such as VanEck are requesting the US Securities and Exchange Commission’s (SEC) permission to list upward of 70 crypto ETFs. The flurry of ETF filings is in response to US President Donald Trump softening the SEC’s regulatory posture toward crypto after taking office in January.On May 5, VanEck asked the SEC for a green light to list an ETF holding the BNB Chain’s native token.Magazine: Bitcoin to $1M ‘by 2029,’ CIA tips its hat to Bitcoin: Hodler’s Digest, April 27 – May 3",Cointelegraph,https://cointelegraph.com/news/vaneck-launches-onchain-economy-etf?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2025-05-14T18:51:46.000Z,"Trump’s Memecoin, Crypto Stake Make Legislating ‘More Complicated’: Rep. French Hill","",CoinDesk,https://www.coindesk.com/policy/2025/05/14/trump-s-memecoin-crypto-stake-make-legislating-more-complicated-rep-french-hill
2025-05-14T18:30:00.000Z,"Price predictions 5/14: BTC, ETH, XRP, BNB, SOL, DOGE, ADA, SUI, LINK, AVAX","Key points:Bitcoin remains above $100,000, but buyers are struggling to sustain prices above $105,000.Strong altcoin performances suggest an altseason has started.Bitcoin (BTC) is trading above $103,000, with buyers attempting to drive the price to the all-time high of $109,588. Research firm Santiment said in a post on X that Bitcoin whales and sharks, holding 10 to 10,000 Bitcoin, accumulated 83,105 Bitcoin in the past 30 days, suggesting that “it may be a matter of time” before Bitcoin's all-time high is taken out.Along with Bitcoin, analysts are also gradually turning positive on altcoins. A host of factors, such as falling Bitcoin and USDT dominance and a rally in select altcoins, suggest that an altcoin season may be around the corner.Crypto market data daily view. Source: Coin360However, not everyone is bullish in the short term. Alphractal CEO Joao Wedson said in a post on X that Bitcoin is at the “Alpha Price” zone, which could attract profit booking by long-term holders or whales.  Could Bitcoin challenge the all-time high? Will altcoins continue their rally even if Bitcoin consolidates? Let’s analyze the charts of the top 10 cryptocurrencies to find out.Bitcoin price predictionBitcoin rebounded off $100,718 on May 12, indicating that the bulls are trying to flip the psychologically important $100,000 level into support.BTC/USDT daily chart. Source: Cointelegraph/TradingViewIf the price maintains above $100,000, the possibility of a retest of the all-time high increases. There is stiff resistance in the $107,000 to $109,588 zone, but if it is crossed, the BTC/USDT pair could skyrocket to $130,000.The risk to the upside is a sharp pullback below the 20-day exponential moving average ($98,407), which could tempt several short-term buyers to book profits. That could sink the pair to the 50-day simple moving average ($89,952). Ether price predictionEther (ETH) skyrocketed above the $2,550 resistance on May 13, but the higher levels are attracting sellers.ETH/USDT daily chart. Source: Cointelegraph/TradingViewThe overbought level on the RSI signals a possible correction or consolidation in the near term. If the price slips below $2,550, the bears will try to strengthen their position by pulling the ETH/USDT pair below $2,400. If they can pull it off, the pair could extend the pullback to the 20-day EMA ($2,147).Contrarily, a bounce off $2,550 indicates that the bulls are buying on every minor dip. That enhances the likelihood of a rally to $3,000.XRP price predictionXRP’s (XRP) rally is facing resistance at $2.65, but a positive sign is that the bulls have not ceded ground to the bears.XRP/USDT daily chart. Source: Cointelegraph/TradingViewThat improves the prospects of a rally above $2.65. Once the resistance is scaled, the XRP/USDT pair could ascend to $3. Buyers are expected to face significant resistance from the bears in the $3 to $3.40 zone.The 20-day EMA ($2.32) is the vital support to watch out for on the downside. If the price turns down sharply from $2.65 and breaks below the 20-day EMA, it suggests that bears remain sellers on rallies. That could result in a range formation between $2.65 and $2.BNB price predictionBuyers have kept BNB (BNB) above the breakout level of $644 but are struggling to push the price above the $675 level.BNB/USDT daily chart. Source: Cointelegraph/TradingViewThe rising 20-day EMA ($627) and the RSI in the positive territory indicate that buyers have an edge. A break and close above $675 opens the doors for a possible rally to the overhead resistance of $745.This positive view will be invalidated in the near term if the price turns down and breaks below the 20-day EMA. If that happens, the BNB/USDT pair could descend to the 50-day SMA ($603).Solana price predictionSolana (SOL) resumed its up move after breaking above the $180 resistance on May 13, but the bulls are struggling to hold on to the higher levels.SOL/USDT daily chart. Source: Cointelegraph/TradingViewThe bears have pulled the price back below $180 on May 14. If they sustain the lower levels, the SOL/USDT pair could skid to the 20-day EMA ($159). A solid bounce off the 20-day EMA suggests the bullish momentum remains intact. The bulls will then try to catapult the pair to $210.Contrarily, a break and close below the 20-day EMA signals that the breakout above $180 may have been a bull trap. The pair may then tumble to $153.Dogecoin price predictionDogecoin (DOGE) bounced off the breakout level of $0.21 on May 13, signaling that the bulls are trying to flip the level into support.DOGE/USDT daily chart. Source: Cointelegraph/TradingViewThe 20-day EMA ($0.20) has started to turn up, and the RSI is near the overbought territory, indicating advantage to buyers. A break and close above $0.26 signals the resumption of the rally. That opens the doors for a rally to $0.28 and thereafter to $0.31.Instead, if the price turns down and breaks below $0.21, it suggests a lack of demand at higher levels. The DOGE/USDT pair may then slump to the 50-day SMA ($0.17), which is likely to act as strong support.Cardano price predictionBuyers have successfully held the retest of the neckline in Cardano (ADA), indicating buying on dips.ADA/USDT daily chart. Source: Cointelegraph/TradingViewThe bulls will try to resume the up move by pushing the price above $0.86. If they manage to do that, the ADA/USDT pair could pick up momentum and rally toward the pattern target of $1.01.This optimistic view will be negated in the near term if the price turns down and breaks below the neckline. That suggests the bears have overpowered the bulls. That could sink the pair to the 50-day SMA ($0.68).Related: Ethereum retakes 10% market share, but ETH bulls shouldn't celebrate yetSui price predictionSui (SUI) has been sandwiched between $4.25 and $3.90 for the past few days, indicating that the bulls are holding on to their positions as they anticipate another leg higher.SUI/USDT daily chart. Source: Cointelegraph/TradingViewIf buyers propel the price above $4.25, the SUI/USDT pair could pick up momentum and surge to $5. Buyers may find it difficult to clear the overhead zone between $5 and the all-time high of $5.37.Alternatively, if the price turns down and closes below $3.90, it suggests that the bulls are booking profits. The pair may descend to the 20-day EMA ($3.57), which is likely to attract buyers. If the price rebounds off the 20-day EMA, the bulls will make another attempt to overcome the barrier at $4.25.Chainlink price predictionChainlink’s (LINK) up move is facing selling at the resistance line, but a minor positive is that the bulls have not ceded much ground to the bears.LINK/USDT daily chart. Source: Cointelegraph/TradingViewThe upsloping 20-day EMA ($15.43) and the RSI near the overbought zone indicate the path of least resistance is to the upside. A short-term trend change will be signaled if buyers pierce the resistance line. The LINK/USDT pair could then rally toward the target objective of $21.30.Sellers will have to tug the price below the neckline to gain strength. That could pull the pair to the 50-day SMA ($13.96). A break and close below the 50-day SMA suggest the pair may remain inside the descending channel pattern for some more time.Avalanche price predictionAvalanche (AVAX) bounced off the breakout level of $23.50, indicating that the bulls have flipped the level into support.AVAX/USDT daily chart. Source: Cointelegraph/TradingViewThere is minor resistance at $28.78, but it is likely to be crossed. If that happens, the AVAX/USDT pair could rally to $31.73 and subsequently to $36.The 20-day EMA ($22.63) is the critical support to watch out for on the downside. If bears want to make a comeback, they will have to quickly pull the price below the 20-day EMA. The pair may then slide to $19, which is likely to attract buyers.This article does not contain investment advice or recommendations. Every investment and trading move involves risk, and readers should conduct their own research when making a decision.",Cointelegraph,https://cointelegraph.com/news/price-predictions-5-14-btc-eth-xrp-bnb-sol-doge-ada-sui-link-avax?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2025-05-14T17:37:33.000Z,"These five crypto figures vanished, died or fooled us all","Zerebro developer Jeffy Yu has been found alive at his parents’ home in San Francisco, days after faking his suicide on a livestream that launched a supposed posthumous memecoin past $100 million.Yu’s case isn’t the first time crypto has blurred the line between real death, faked death and something in between. From missing founders to sealed caskets, the industry has a long history of exits that left behind more questions than closure.Here are five unsettling cases — real, staged or unresolved — that continue to haunt the crypto world.1. Jeffy Yu faked his death, then his crypto pumpedA clip of Yu broadcasting his “suicide” circulated on May 4. The video showed him smoking a cigarette before pulling the trigger, then the camera dropped.Hours later, a scheduled social media post announced the posthumous launch of LLJEFFY, a memecoin described as his “final art piece.” The coin surged to nearly $105 million in market cap.LLJEFFY’s market fell to $5.63 million from its $105 million peak. Source: DEX ScreenerBut Yu wasn’t dead. Blockchain wallets tied to him kept moving. A copy of a letter — allegedly written by Yu — described the exit design as a response to ongoing harassment and blackmail.Yu’s obituary on online memorial site Legacy.com has now been removed. Source: Vee/Legacy.comReporters from The San Francisco Standard eventually found Yu at his parents’ home. He refused to comment on the suicide stunt or whether he profited from it.In the world of memecoins, this kind of spectacle isn’t new. In late 2024, Pump.fun’s livestream feature triggered a wave of stunts — suicide threats, animal abuse and other shocking acts — to pump token prices. The company shut it down and later relaunched a toned-down version.2. A crypto whistleblower’s descent into paranoia and possible deathIn February 2025, a suspected Chinese programmer who called themselves Hu Lezhi burned 500 Ether (ETH) (worth around $1.3 million at the time) and donated another 1,950 ETH (over $5 million) to various groups like WikiLeaks and the Ethereum Foundation. All of it came with onchain messages alleging that a hedge fund called WizardQuant (aka Kuande Investment) was using “brain-computer weapons” to control its employees — including Hu.Related: 4chan rises from the dead: How the imageboard moves crypto marketsThe messages read like sci-fi horror. Hu claimed he’d been a mind-control test subject since childhood and warned of a future where humans were nothing more than “puppets or complete slaves to the digital machine.”Hu Lezhi’s final messages before disappearing. Source: EtherscanIn one of his last messages, Hu said they would “leave the world” if they reached the final stage of becoming a “complete slave to the digital machine.” Some translated the series of messages as an onchain suicide note.To date, they haven’t re-emerged. And unlike Yu, Hu’s wallet hasn’t moved.3. The crypto whiz and the cryptic tweet before his deathOn Oct. 28, 2022, DeFi developer Nikolai Mushegian posted a chilling tweet: “CIA and Mossad and pedo elite are running some kind of sex trafficking entrapment blackmail ring… they are going to torture me to death.”By the next morning, he was found face-down in the surf near his beach house in Puerto Rico.A final tweet, a washed-up body, and silence louder than truth. Source: Nikolai Mushegian/fucnti0nZer0Mushegian wasn’t a random crypto kid. He was an early developer at MakerDAO and a key architect of the stablecoin ecosystem. He was also increasingly paranoid — or, depending on who you ask, increasingly aware. Critics dismissed the tweet as a mental health crisis, but others weren’t so quick to look away.Related: 8 major crypto firms announce US expansion this yearThe timing of his death sparked a wave of theories: assassination, targeted silencing or even MKUltra-style mind control.Officially, it was ruled an accidental drowning.4. Crypto investors can’t believe QuadrigaCX founder’s deathIn December 2018, Gerald Cotten, the 30-year-old founder of Canadian crypto exchange QuadrigaCX, reportedly died in India from Crohn’s disease. But there was one massive problem: He was the only person with access to $190 million in crypto.Cotten’s case was so high-profile that it became the subject of a Netflix documentary. Source: Netflix/YouTubeAs news of his death spread, so did the questions. There was no public autopsy, his death certificate misspelled his name (spelling Cotten as Cottan), the casket was sealed, and a growing army of investors wanted his body exhumed for DNA testing.Quadriga officially declared bankruptcy in 2019. Thousands of clients were locked out of their funds. Eventually, investigators discovered the cold wallets were empty, prompting auditor EY to begin recovery efforts.Some suspected Cotten had run a Ponzi scheme for years and used his death as the ultimate escape plan. The rumors have not been confirmed, but the official story remains that he died a tragic death, as confirmed by Indian authorities. 5. Reports of Cryptoqueen’s death are greatly exaggeratedSelf-styled “Cryptoqueen” Ruja Ignatova, co-founder of the $4-billion OneCoin scam, hasn’t been seen since she boarded a Ryanair flight from Sofia to Athens in October 2017.Cotten left no access. Ignatova left no trace.Since then, rumors have swirled. Some say that she underwent plastic surgery and lives under a new identity or that she’s being protected by the Bulgarian mafia. A Bulgarian investigative outlet claims Ignatova was allegedly murdered in November 2018 on a yacht in the Ionian Sea and that her body was dismembered and dumped overboard under the orders of Bulgarian crime boss Christophoros Amanatidis to cover his ties to OneCoin.More recently, German officials reportedly assumed that Ignatova is in a South African suburb living with private security.Ignatova has been on the US FBI’s 10 Most Wanted list since 2022. The US Federal Bureau of Investigation raised Ignatova’s bounty to $5 million in June 2024. Source: FBIMagazine: 10 crypto theories that missed as badly as ‘Peter Todd is Satoshi’",Cointelegraph,https://cointelegraph.com/news/crypto-figures-vanished-died-fooled?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2025-05-14T17:31:25.000Z,"Bitcoin bulls aim for new all-time highs by next week as capital inflows soar","Key Takeaways: Bitcoin’s realized cap has grown by $30 billion since April 20, reflecting steady investor confidence and new capital inflows.A Bitcoin price consolidation pattern forecasts a potential 10% breakout by next week.Bitcoin (BTC) continues to show strong bullish momentum as fresh capital inflows signal potential new price highs in the coming week. In an X post, Glassnode reported that Bitcoin’s Realized Cap, which measures the total value of BTC based on the price at which each coin last moved, grew by $30 billion since April 20, growing at a 3% monthly rate in May. The current realized cap is $900 billion.Bitcoin Realize cap. Source: GlassnodeThough slower than the 8% spike in late 2024 when BTC hit $93,000, this growth reflects steady investor confidence and new capital entering the market.Adding to the optimism, Glassnode revealed a significant shift in market dynamics. The 7-day simple moving average (SMA) of Bitcoin’s Spot Volume Delta flipped positive, peaking near $5 billion on May 13.Bitcoin spot volume delta. Source: GlassnodeThis aggressive net spot buyer demand, seen only a few times this year as highlighted, confirms strong spot market conviction behind Bitcoin’s recent push above the $100,000 psychological resistance. The surge in spot buying pressure suggests institutional and retail investors drive the rally, not just leveraged trading. Despite the slower Realized Cap growth compared to late 2024’s $50 billion spike, the current market sentiment remains positive. Related: Strategy will beat all public equities with Bitcoin, analyst saysWill Bitcoin gain 10% by next week?Bitcoin has shown a steady consolidation and expansion trend since forming a bottom around $74,500 in early April. Over the past four weeks, a pattern has emerged where each time Bitcoin hits a key level, it moves sideways before breaking out to a higher range. This pattern has repeated twice, with a third consolidation currently underway.Bitcoin 4-hour chart. Source: Cointelegraph/TradingViewEach phase has followed a similar setup, forming higher upper and lower ranges. The bottom range is typically tested at least once before Bitcoin pushes to new highs. The relative strength index (RSI) has complemented this price action, reaching overbought levels during new highs and dropping to around 50 during sideways movement. Currently, Bitcoin is consolidating between an upper range of $105,700 and a lower range of $100,678. If the pattern holds, Bitcoin might retest the $100,000-$102,000 level before potentially breaking above $110,000. However, a bearish invalidation could occur if prices fall below $102,000 and fail to recover swiftly.Related: Market volatility indicator still points to $135K Bitcoin within 100 days — AnalystThis article does not contain investment advice or recommendations. Every investment and trading move involves risk, and readers should conduct their own research when making a decision.",Cointelegraph,https://cointelegraph.com/news/bitcoin-bulls-aim-for-new-all-time-highs-by-next-week-as-capital-inflows-soar?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2025-05-14T17:28:55.000Z,"Canada &#039;got it wrong&#039; labeling stablecoins securities — NDAX exec","Tanim Rasul, chief operating officer at Canadian crypto exchange NDAX, said Canada “got it wrong” categorizing stablecoins as securities in 2022, and the country needs to realize that every other regulatory regime is looking at stablecoins as payment instruments.Rasul made the remarks during a panel on May 13 at the Blockchain Futurist Conference in Toronto, pointing to Europe's crypto regulatory framework as a model for Canada to consider:“I’m sure the regulators are wondering if this was the right choice to approach stablecoins as a security. […] I would just say, look at MiCA, look at the way they’re approaching stablecoins. It’s a payment instrument. It should be regulated as such.”The Canadian Securities Administrators (CSA) classified stablecoins as “securities and/or derivatives” in December 2022, following “recent events in the crypto market,” such as the dramatic collapse of crypto exchange FTX just a month before.Related: What Canada’s new Liberal PM Mark Carney means for cryptoCanadian Web3 Regulation panel at Blockchain Futurist Conference. Source: CointelegraphThe agency elaborated on stablecoin rules in February and October of 2023, placing such tokens under the umbrella of “value-referenced crypto assets.”Canada’s stance on digital assets led many top crypto companies, including Binance, Bybit, OKX, and Paxos, to scale back operations in the local market. Crypto exchange Gemini also announced exit plans in September 2024. The regulatory setback, however, hasn’t stopped Canada’s digital asset market from flourishing. According to Grand View Research, the local crypto industry posted revenue of $224 million in 2024, higher than in previous years. It is expected to grow at a compound annual growth rate of 18.6% until 2030, when it is forecast to reach $617.5 million in annual revenue.Related: Bitstamp’s departure from Canada is ‘timing issue,’ says CEOStablecoins have emerged as key crypto use caseStablecoins, cryptocurrencies pegged to a fiat currency, have emerged as a key use case for digital assets. According to DefiLlama, the current market capitalization for all stablecoins is at $242.8 billion as of May 14, up 51.9% in the past 12 months.Stablecoin market cap. Source: DefiLlamaNation-states and economic blocs are increasingly working on stablecoin regulations to tackle the rising usage across the world. While the most used stablecoins are pegged to the US dollar, there is demand for stablecoins pegged to other fiat currencies.Magazine: Legal Panel: Crypto wanted to overthrow banks, now it’s becoming them in stablecoin fight",Cointelegraph,https://cointelegraph.com/news/canada-got-it-wrong-labeling-stablecoins-security-ndax-exec?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2025-05-14T17:18:21.000Z,"Top Democrats Demand Treasury Info on Trump’s Crypto Deals, Citing ‘Bribery’ Risks","",CoinDesk,https://www.coindesk.com/policy/2025/05/14/top-democrats-demand-treasury-info-on-trumps-crypto-deals-citing-bribery-risks
